filename,title,year,manufacturer,rpi2,rpi3,bios,notes
tndrcadj,Tokusyu Butai U.A.G. ,1987,Seta,untested,ok,,
tnexspce,The Next Space,1989,SNK,untested,ok,,
tnk3,T.N.K. III ,1985,SNK,untested,ok,,no cocktail mode
tnk3j,T.A.N.K. ,1985,SNK,untested,ok,,
tnzs,The NewZealand Story ,1988,Taito Corporation,ok,ok,,
tnzs2,The NewZealand Story 2 ,1988,Taito Corporation Japan,untested,ok,,
tnzsb,The NewZealand Story ,1988,bootleg,untested,ok,,
todruaga,Tower of Druaga ,1984,Namco,untested,ok,,
todruago,Tower of Druaga ,1984,Namco,untested,ok,,
toffy,Toffy,1993,Midas,untested,ok,,
toggle,Toggle ,1985,Bally,untested,ok,,
toki,Toki ,1989,Tad,ok,ok,,
tokia,Toki ,1989,Tad,untested,untested,,
tokib,Toki ,1989,bootleg,untested,untested,,
tokij,JuJu Densetsu ,1989,Tad,untested,ok,,
tokimbsj,Tokimeki Bishoujo ,1989,Nichibutsu,untested,ok,,
tokio,Tokio ,1986,Taito,doesn't work,doesn't work,,game_not_working
tokiob,Tokio ,1986,bootleg,untested,ok,,
tokisens,Toki no Senshi - Chrono Soldier,1987,Sega,untested,untested,,
tokiu,Toki ,1989,Tad,untested,untested,,
tokkae,Taisen Tokkae-dama ,1996,Konami,untested,ok,,
tokyogal,Tokyo Gal Zukan ,1989,Nichibutsu,untested,ok,,
tomahaw5,Tomahawk 777 ,1980,Data East,untested,has issues,,no sound pi3
tomahawk,Tomahawk 777 ,1980,Data East,untested,has issues,,no sound pi3
tondemo,Tondemo Crisis ,1999,Tecmo,doesn't work,doesn't work,,game_not_working
tontonb,Tonton ,1987,Dynax,untested,untested,,
toobin,Toobin' ,1988,Atari Games,untested,ok,,requires paddles remapping
toobin1,Toobin' ,1988,Atari Games,untested,doesn't work,,
toobin2,Toobin' ,1988,Atari Games,untested,ok,,
toobin2e,Toobin' ,1988,Atari Games,untested,untested,,
toobine,Toobin' ,1988,Atari Games,untested,untested,,
toobing,Toobin' ,1988,Atari Games,untested,untested,,
topgun,Vs. Top Gun,1987,Konami,ok,ok,,
topgunbl,Top Gunner ,1986,bootleg,untested,untested,,
topgunr,Top Gunner ,1986,Konami,untested,ok,,
tophuntr,Top Hunter - Roddy & Cathy,1994,SNK,ok,ok,neogeo,(set 1) works
topland,Top Landing ,1988,Taito Corporation Japan,doesn't work,doesn't work,,game_not_working
topracer,Top Racer,1982,bootleg,untested,untested,,
topsecex,Top Secret ,1986,Exidy,untested,ok,,
topsecrt,Top Secret ,1987,Capcom,untested,ok,,
topspedu,Top Speed ,1987,Taito America Corporation,untested,doesn't work,,
topspeed,Top Speed ,1987,Taito Corporation Japan,untested,ok,,
toramich,Tora-he no Michi ,1987,Capcom,untested,ok,,
toratora,Tora Tora,1980,GamePlan,doesn't work,doesn't work,,game_not_working
toride2g,Toride II Adauchi Gaiden,1994,Metro,untested,has issues,,no sound pi3
tornbase,Tornado Baseball,1976,Midway,untested,has issues,,no sound pi3
toryumon,Toryumon,1994,Sega,untested,ok,,
totcarn,Total Carnage ,1992,Midway,untested,ok,,core doesn't support saving
totcarnp,Total Carnage ,1992,Midway,untested,untested,,
touchgo,Touch & Go,1995,Gaelco,doesn't work,ok,,game_not_working
tourtab2,Tournament Table ,1978,Atari,untested,doesn't work,,can't play game pi3
tourtabl,Tournament Table ,1978,Atari,untested,doesn't work,,can't play game pi3
toutrun,Turbo Outrun ,,Sega,doesn't work,doesn't work,,game_not_working
toutruna,Turbo Outrun ,,Sega,doesn't work,doesn't work,,game_not_working
toypop,Toypop,1986,Namco,untested,untested,,
tp2m32,Tetris Plus 2 ,1997,Jaleco,untested,has issues,,
tp84,Time Pilot '84 ,1984,Konami,ok,untested,,
tp84a,Time Pilot '84 ,1984,Konami,ok,ok,,
tpgolf,Top Player's Golf,1990,SNK,untested,has issues,neogeo,
tps,TPS,1997,Sony,untested,untested,,
trackflc,Track & Field ,1983,Konami,untested,untested,,
trackfld,Track & Field,1983,Konami,ok,ok,,
trally,Thrash Rally,1991,Alpha Denshi Co.,untested,ok,neogeo,
tranqgun,Tranquilizer Gun,1980,Sega,untested,has issues,,no sound pi3
transfrm,Transformer,1986,Sega,untested,ok,,
travrusa,Traverse USA ,1983,Irem,untested,ok,,
trckydoc,Tricky Doc,1987,Tecfri,untested,ok,,
treahunt,Treasure Hunt ,1982,Hara Industries,untested,untested,,
tricktrp,Trick Trap ,1987,Konami,untested,ok,,
trigon,Trigon ,1990,Konami,untested,ok,,
triothep,Trio The Punch - Never Forget Me... ,1989,Data East Corporation,untested,ok,,
triplep,Triple Punch,1982,KKI,untested,ok,,
triplew1,Mahjong Triple Wars ,1989,Nichibutsu,untested,ok,,
triplew2,Mahjong Triple Wars 2 ,1990,Nichibutsu,untested,untested,,
triplfun,Triple Fun,1993,bootleg,untested,untested,,
triplhnt,Triple Hunt,1977,Atari,untested,doesn't work,,no sound and can't play game pi3
tripool,Tri-Pool ,1981,Noma,untested,ok,,
tripoola,Tri-Pool ,1981,Noma,untested,ok,,
trisport,Tri-Sports,1989,Bally Midway,untested,ok,,
triviabb,Trivial Pursuit ,1984,Bally,untested,ok,,
triviag1,Trivial Pursuit ,1984,Bally,untested,ok,,
triviag2,Trivial Pursuit ,1984,Bally,untested,ok,,
triviasp,Trivial Pursuit ,1984,Bally,untested,untested,,
triviayp,Trivial Pursuit ,1984,Bally,untested,ok,,
trivquiz,Triv Quiz,1984,Status Games,untested,ok,,
troangel,Tropical Angel,1983,Irem,untested,untested,,
trog,Trog ,1990,Midway,untested,ok,,
trog3,Trog ,1990,Midway,untested,untested,,
trogp,Trog ,1990,Midway,untested,untested,,
trogpa6,Trog ,1990,Midway,untested,untested,,
trojan,Trojan ,1986,Capcom,untested,untested,,
trojanj,Tatakai no Banka ,1986,Capcom,untested,ok,,
trojanr,Trojan ,1986,Capcom,ok,ok,,
tron,Tron ,1982,Bally Midway,doesn't work,untested,,Can't insert credit or get Mame options to work; works in mame2003-plus
tron2,Tron ,1982,Bally Midway,doesn't work,doesn't work,,Can't insert credit or get Mame options to work
trstar,Top Ranking Stars ,1993,Taito Corporation Japan,untested,has issues,,bad sound
trstarj,Top Ranking Stars ,1993,Taito Corporation,untested,has issues,,bad sound
trstaro,Top Ranking Stars ,1993,Taito Corporation Japan,untested,untested,,
trstaroj,Top Ranking Stars ,1993,Taito Corporation,untested,has issues,,bad sound
truco,Truco-Tron,,Playtronic SRL,untested,has issues,,no sound pi3
truxton,Truxton ,1988,Toaplan Taito Corporation,has issues,has issues,,some mild slowdown on pi3
truxton2,Truxton II ,1992,Toaplan,ok,ok,,
tryout,Pro Yakyuu Nyuudan Test Tryout ,1985,Data East,doesn't work,ok,,game_not_working
ts2,Battle Arena Toshinden 2 ,1995,Capcom,doesn't work,doesn't work,,game_not_working
ts2j,Battle Arena Toshinden 2 ,1995,Capcom,doesn't work,doesn't work,,game_not_working
tsamura2,Samurai Nihon-ichi ,1985,Taito,untested,untested,,
tsamurai,Samurai Nihon-ichi ,1985,Taito,ok,ok,,
tshingen,Takeda Shingen ,1988,Jaleco,untested,ok,,
tshingna,Shingen Samurai-Fighter ,1988,Jaleco,untested,ok,,
tshoot,Turkey Shoot,1984,Williams,untested,ok,,
tst_galx,Galaxian Test ROM,,Test ROM,untested,has issues,,not a game
tst_invd,Space Invaders Test ROM,,Test ROM,untested,untested,,not a game
tstrike,Thunder Strike,,Game Room,doesn't work,ok,,game_not_working
ttmahjng,Mahjong,1981,Taito,untested,ok,,
tturf,Tough Turf ,1989,Sega,untested,has issues,,no sound
tturfbl,Tough Turf ,1989,bootleg,untested,has issues,,
tturfu,Tough Turf ,1989,Sega,untested,doesn't work,,
tubeit,Tube-It,1993,Taito Corporation,untested,untested,,
tubep,Tube Panic,1984,Nichibutsu + Fujitek,untested,ok,,
tugboat,Tugboat,1982,ETM,untested,has issues,,inaccurate video emulation pi3
tumblep,Tumble Pop ,1991,Data East Corporation,untested,ok,,
tumblep2,Tumble Pop ,1991,bootleg,untested,untested,,
tumblepb,Tumble Pop ,1991,bootleg,untested,untested,,
tumblepj,Tumble Pop ,1991,Data East Corporation,untested,ok,,
tunhunt,Tunnel Hunt,1979,Atari,untested,has issues,,display rotated and reversed pi3
tunhuntc,Tunnel Hunt ,1981,Atari,untested,has issues,,display rotated and reversed pi3
turbo,Turbo,1981,Sega,untested,has issues,,Launches - Hit Detection Broken
turboa,Turbo ,1981,Sega,untested,untested,,
turbob,Turbo ,1981,Sega,untested,untested,,
turbofrc,Turbo Force,1991,Video System Co.,untested,has issues,,
turbotag,Turbo Tag ,1985,Bally Midway,untested,ok,,
turfmast,Neo Turf Masters ,1996,Nazca,untested,doesn't work,neogeo,sound lags whilst putting
turpin,Turpin,1981,Konami,untested,ok,,
turtles,Turtles,1981,Konami,untested,ok,,
turtship,Turtle Ship,1988,Philko,untested,untested,,
tutankhm,Tutankham,1982,Konami,doesn't work,has issues,,Can not insert coins; works with Mame 2000
tutankst,Tutankham ,1982,Konami,doesn't work,has issues,,Can not insert coins
twcup98,Tecmo World Cup '98,1998,Tecmo,doesn't work,doesn't work,,game_not_working
twinbee,TwinBee,1985,Konami,untested,ok,,
twincobr,Twin Cobra ,1987,Toaplan Taito Corporation,untested,ok,,
twincobu,Twin Cobra ,1987,Toaplan Taito America Corporation,untested,ok,,
twineag2,Twin Eagle II - The Rescue Mission,1994,Seta,doesn't work,doesn't work,,game_not_working
twineagl,Twin Eagle - Revenge Joe's Brother,1988,Seta,untested,ok,,
twinhawk,Twin Hawk ,1989,Taito Corporation Japan,ok,ok,,
twinhwku,Twin Hawk ,1989,Taito America Corporation,untested,ok,,
twinqix,Twin Qix ,1995,Taito America Corporation,untested,ok,,
twinspri,Twinkle Star Sprites,1996,ADK,doesn't work,ok,neogeo,
twocrude,Two Crude ,1990,Data East USA,untested,ok,,
twotiger,Two Tigers,1984,Bally Midway,untested,ok,,
twotigra,Two Tigers ,1984,Bally Midway,untested,untested,,
tws96,Tecmo World Soccer '96,1996,Tecmo,untested,has issues,neogeo,f
typhoon,Typhoon,1987,Konami,untested,ok,,
uballoon,Ultra Balloon,1996,SunA,untested,ok,,
uccops,Undercover Cops ,1992,Irem,ok,ok,,
uccopsj,Undercover Cops ,1992,Irem,untested,ok,,
uchuuai,Mahjong Uchuu yori Ai wo komete ,1989,Nichibutsu,untested,ok,,
uecology,Ultimate Ecology ,1993,Capcom,untested,doesn't work,,
ufosensi,Ufo Senshi Yohko Chan,1988,Sega,doesn't work,doesn't work,,game_not_working
ultennis,Ultimate Tennis,1993,Art & Magic,ok,ok,,
ultraman,Ultraman ,1991,Banpresto,untested,ok,,
ultramhm,Ultra Maru-hi Mahjong ,1993,Apple,untested,ok,,
ultratnk,Ultra Tank,1978,Atari,untested,untested,,
ultrax,Ultra X Weapons ,1995,Banpresto + Tsuburaya Prod.,untested,has issues,,
umanclub,Ultraman Club - Tatakae! Ultraman Kyoudai!!,1992,Tsuburaya Prod.,untested,ok,,
umk3,Ultimate Mortal Kombat 3 ,1994,Midway,ok,ok,,
umk3r11,Ultimate Mortal Kombat 3 ,1994,Midway,untested,ok,,
undoukai,The Undoukai ,1984,Taito Corporation,untested,ok,,no parent rom needed
undrfire,Under Fire ,1993,Taito Corporation Japan,untested,has issues,,
undrfirj,Under Fire ,1993,Taito Corporation,untested,has issues,,
undrfiru,Under Fire ,1993,Taito America Corporation,untested,untested,,
uniwars,UniWar S,1980,Irem,untested,ok,,
unsquad,U.N. Squadron ,1989,Capcom,ok,ok,,
untoucha,Untouchable ,1987,Dynax,untested,ok,,
uopoko,Uo Poko ,1998,Cave,untested,ok,,
upndown,Up'n Down,1983,Sega,untested,ok,,
upndownu,Up'n Down ,1983,Sega,untested,doesn't work,,
urashima,Urashima Mahjong,1989,UPL,doesn't work,ok,,game_not_working
usclssic,U.S. Classic,1989,Seta,untested,has issues,,
usg185,Games V18.7C,1991,U.S. Games,untested,ok,,
usg252,Games V25.4X,1992,U.S. Games,untested,ok,,
usg32,Super Duper Casino ,1987,U.S. Games,untested,ok,,
usg82,Super Ten V8.2,1988,U.S. Games,untested,untested,,
usg83,Super Ten V8.3,1988,U.S. Games,untested,ok,,
usg83x,Super Ten V8.3X,1988,U.S. Games,untested,untested,,
usvsthem,Us vs. Them,1984,Mylstar,doesn't work,has issues,,game_not_working
utoukond,Ultra Toukon Densetsu ,1993,Banpresto + Tsuburaya Prod.,untested,untested,,
valkyrie,Valkyrie No Densetsu ,1989,Namco,ok,ok,,
valtric,Valtric,1986,NMK,untested,ok,,
vamphalf,Vamp 1,,Danbi,doesn't work,doesn't work,,game_not_working
vampj,Vampire: The Night Warriors ,1994,Capcom,untested,doesn't work,,
vampja,Vampire: The Night Warriors ,1994,Capcom,untested,ok,,
vampjr1,Vampire: The Night Warriors ,1994,Capcom,untested,ok,,
vandyjal,Vandyke ,1990,UPL,untested,has issues,,no sound
vandyke,Vandyke ,1990,UPL,untested,has issues,,no sound
vangrd2,Vanguard II,1984,SNK,untested,ok,,
vangrdce,Vanguard ,1981,SNK,untested,ok,,
vanguard,Vanguard ,1981,SNK,untested,ok,,
vanilla,Mahjong Vanilla Syndrome ,1991,Nichibutsu,untested,ok,,
vanvan,Van-Van Car,1983,Sanritsu,untested,untested,,
vanvank,Van-Van Car ,1983,Karateco,untested,ok,,
vaportra,Vapor Trail - Hyper Offence Formation ,1989,Data East Corporation,untested,ok,,
vaportru,Vapor Trail - Hyper Offence Formation ,1989,Data East USA,untested,ok,,
varth,Varth - Operation Thunderstorm ,1992,Capcom,ok,ok,,
varthj,Varth - Operation Thunderstorm ,1992,Capcom,untested,ok,,
varthu,Varth - Operation Thunderstorm ,1992,Capcom,untested,ok,,
vasara,Vasara,2000,Visco,untested,ok,,
vastar,Vastar ,1983,Sesame Japan,untested,ok,,
vastar2,Vastar ,1983,Sesame Japan,untested,ok,,
vautour,Vautour ,1980,bootleg,untested,ok,,
vball,U.S. Championship V'ball ,1988,Technos,untested,ok,,
vball2pj,U.S. Championship V'ball ,1988,Technos,untested,ok,,
vblokbrk,VS Block Breaker ,1997,Kaneko,untested,doesn't work,skns,
vcircle,Vicious Circle ,1996,Atari Games,untested,ok,,"requires CHD, speed at 80%, but can be used with fun"
vendet2p,Vendetta ,1991,Konami,ok,ok,,
vendetao,Vendetta ,1991,Konami,untested,ok,,
vendetas,Vendetta ,1991,Konami,untested,ok,,
vendetta,Vendetta ,1991,Konami,ok,ok,,
vendettj,Crime Fighters 2 ,1991,Konami,untested,ok,,
vendtaso,Vendetta ,1991,Konami,untested,ok,,
venture,Venture ,1981,Exidy,untested,ok,,
venture2,Venture ,1981,Exidy,untested,untested,,
venture4,Venture ,1981,Exidy,untested,untested,,
venus,Venus,1983,bootleg,untested,ok,,
vfive,V-Five ,1993,Toaplan,has issues,has issues,,no sound at all
vfkids,Virtua Fighter Kids,1996,Sega,untested,doesn't work,,game_not_working
vfremix,Virtua Fighter Remix,1995,Sega,doesn't work,doesn't work,,game_not_working//On pi3 screen size KO and about 20% speed
vgoalsca,V Goal Soccer ,,Tecmo,doesn't work,doesn't work,,game_not_working
vgoalsoc,V Goal Soccer,,Tecmo,doesn't work,doesn't work,,game_not_working
vhunt2,Vampire Hunter 2: Darkstalkers Revenge ,1997,Capcom,doesn't work,doesn't work,,says vhunt2r1 works
vhunt2r1,Vampire Hunter 2: Darkstalkers Revenge ,1997,Capcom,ok,ok,,yes i confirm this works pi3
vhuntj,Vampire Hunter: Darkstalkers' Revenge ,1995,Capcom,untested,ok,,
vhuntjr1,Vampire Hunter: Darkstalkers' Revenge ,1995,Capcom,untested,ok,,
victlapw,Ace Driver: Victory Lap ,1996,Namco,doesn't work,doesn't work,,game_not_working / cannot insert coins
victorba,Victor Banana,1982,Exidy,untested,untested,,
victory,Victory,1982,Exidy,untested,ok,,
victroad,Victory Road,1986,SNK,untested,ok,,no cocktail mode
videopin,Video Pinball,1979,Atari,untested,doesn't work,,no sound and can't play game pi3
viewpoin,Viewpoint,1992,Sammy,untested,ok,neogeo,
vigilant,Vigilante ,1988,Irem,ok,ok,,
vigilntj,Vigilante ,1988,Irem,untested,ok,,
vigilntu,Vigilante ,1988,Irem,untested,has issues,,
vimana,Vimana,1991,Toaplan,untested,has issues,,no sound. otherwise fine.
vimana1,Vimana ,1991,Toaplan,untested,has issues,,no sound
vimanan,Vimana ,1991,Toaplan,untested,has issues,,no sound
vindc2r1,Vindicators Part II ,1988,Atari Games,untested,untested,,
vindc2r2,Vindicators Part II ,1988,Atari Games,untested,untested,,
vindctr2,Vindicators Part II ,1988,Atari Games,untested,ok,,
vindice3,Vindicators ,1988,Atari Games,untested,untested,,
vindice4,Vindicators ,1988,Atari Games,untested,untested,,
vindict1,Vindicators ,1988,Atari Games,untested,untested,,
vindict2,Vindicators ,1988,Atari Games,untested,untested,,
vindict4,Vindicators ,1988,Atari Games,untested,untested,,
vindicte,Vindicators ,1988,Atari Games,untested,untested,,
vindictg,Vindicators ,1988,Atari Games,untested,untested,,
vindictr,Vindicators ,1988,Atari Games,untested,ok,,
viofight,Violence Fight ,1989,Taito Corporation Japan,untested,ok,,
viostorm,Violent Storm ,1993,Konami,untested,ok,,
viostrma,Violent Storm ,1993,Konami,untested,untested,,
viostrmj,Violent Storm ,1993,Konami,untested,ok,,
viostrmu,Violent Storm ,1993,Konami,untested,doesn't work,,
vipclub,Vip Club ,1988,Daiichi Denshi,untested,ok,,
viper,Viper,1988,Leland Corp.,untested,ok,,
vitaminc,Mahjong Vitamin C ,1989,Home Data,untested,ok,,
vmahjong,Virtual Mahjong,1997,Micronet,doesn't work,doesn't work,,game_not_working
volfied,Volfied ,1989,Taito Corporation Japan,untested,ok,,
volfiedj,Volfied ,1989,Taito Corporation,untested,ok,,
volfiedu,Volfied ,1989,Taito America Corporation,untested,ok,,
vpool,Video Pool ,1980,bootleg,untested,ok,,
vsav,Vampire Savior: The Lord of Vampire ,1997,Capcom,ok,untested,,
vsav2,Vampire Savior 2: The Lord of Vampire ,1997,Capcom,ok,ok,,
vsava,Vampire Savior: The Lord of Vampire ,1997,Capcom,untested,untested,,
vsavh,Vampire Savior: The Lord of Vampire ,1997,Capcom,untested,untested,,
vsavj,Vampire Savior: The Lord of Vampire ,1997,Capcom,untested,ok,,
vsavu,Vampire Savior: The Lord of Vampire ,1997,Capcom,untested,untested,,
vsbbalja,Vs. BaseBall ,1984,Nintendo of America,untested,ok,,
vsbbaljb,Vs. BaseBall ,1984,Nintendo of America,doesn't work,doesn't work,,game_not_working
vsbball,Vs. BaseBall,1984,Nintendo of America,untested,ok,,set up for 2 screens and can't find setting to change to 1
vsbballj,Vs. BaseBall ,1984,Nintendo of America,untested,ok,,
vsfdf,Vs. Freedom Force,1988,Konami,untested,untested,,
vsgongf,VS Gong Fight,1984,Kaneko,untested,has issues,,
vsgradus,Vs. Gradius,1986,Konami,untested,untested,,
vsgshoe,Vs. Gumshoe,1986,Nintendo,untested,doesn't work,,
vshoot,J-League Soccer V-Shoot,1994,Namco,untested,has issues,,
vsmahjng,Vs. Mahjang ,1984,Nintendo,untested,ok,,
vsnetscr,Versus Net Soccer ,1996,Konami,doesn't work,ok,,game_not_working
vspinbal,Vs. Pinball,1984,Nintendo,untested,ok,,
vspinblj,Vs. Pinball ,1984,Nintendo,untested,ok,,
vsskykid,Vs. Super SkyKid,1985,Namco,untested,ok,,
vsslalom,Vs. Slalom,1986,Rare LTD.,untested,ok,,
vssoccer,Vs. Soccer,1985,Nintendo,doesn't work,untested,,
vstennis,Vs. Tennis,1984,Nintendo,untested,ok,,
vstetris,Vs. Tetris,1987,Academysoft-Elory,untested,has issues,,inaccurate colours pi3
vsyard,10 Yard Fight ,1984,Irem,ok,ok,,
vsyard2,10 Yard Fight ,1984,Irem,untested,ok,,
vulcan,Vulcan Venture,1988,Konami,untested,ok,,legend
vulgus,Vulgus ,1984,Capcom,untested,ok,,
vulgus2,Vulgus ,1984,Capcom,untested,untested,,
vulgusj,Vulgus ,1984,Capcom,untested,ok,,
wacko,Wacko,1982,Bally Midway,untested,ok,,
wakuwak7,Waku Waku 7,1996,Sunsoft,untested,ok,neogeo,
wallc,Wall Crash,1984,Midcoin,untested,ok,,
wallst,Wall Street,1982,Century Electronics,untested,has issues,,inaccurate sound emulation pi3
wanted,Wanted,1984,Sigma Enterprises Inc.,untested,untested,,
wardner,Wardner ,1987,Toaplan Taito Corporation Japan,untested,ok,,
wardnerj,Wardner no Mori ,1987,Toaplan Taito Corporation,untested,ok,,
wargods,War Gods,1995,Midway,has issues,has issues,,(Chd) Slow motion; no sound and slow pi3
warlords,Warlords,1980,Atari,untested,untested,,
warofbug,War of the Bugs or Monsterous Manouvers in a Mushroom Maze,1981,Armenia,untested,ok,,
warpwar2,Warp Warp ,1981,Namco,untested,ok,,
warpwarp,Warp & Warp,1981,Namco,untested,ok,,
warpwarr,Warp Warp ,1981,Namco,untested,ok,,
warrior,Warrior,1978,Vectorbeam,untested,doesn't work,,can't play game pi3
